,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
5147,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,dom,178.0,praca,343.0,1,dom-praca,komunikacja samochodowa,2.0,6959.800745730955,45-60_K,0,0,1,0,0
5148,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,praca,343.0,dom,178.0,3,praca-dom,komunikacja samochodowa,2.0,6959.800745730955,45-60_K,1,0,0,0,0
5149,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,dom,178.0,inne,14.0,3,dom-inne,komunikacja zbiorowa,2.0,5440.393102466621,45-60_K,0,1,0,0,0
5150,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,inne,14.0,dom,178.0,4,inne-dom,komunikacja zbiorowa,2.0,5440.393102466621,45-60_K,1,0,0,0,0
5152,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,178.0,praca,252.0,2,dom-praca,komunikacja samochodowa,2.0,6385.130999369606,25-44_M,0,0,1,0,0
5153,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,252.0,dom,178.0,3,praca-dom,komunikacja samochodowa,2.0,6385.130999369606,25-44_M,1,0,0,0,0
5154,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,dom,178.0,praca,9.0,1,dom-praca,rower,2.0,5095.526151004456,45-65_M,0,0,1,0,0
5155,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,praca,9.0,dom,178.0,3,praca-dom,rower,2.0,5095.526151004456,45-65_M,1,0,0,0,0
5156,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,dom,178.0,praca,10.0,1,dom-praca,komunikacja samochodowa,2.0,4882.243366942524,25-44_K,0,0,1,0,0
5157,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,praca,10.0,dom,178.0,3,praca-dom,komunikacja samochodowa,2.0,4882.243366942524,25-44_K,1,0,0,0,0
5158,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,dom,178.0,szkoła,179.0,3,dom-szkoła,pieszo,2.0,761.3024374377167,25-44_K,0,0,0,1,0
5159,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,szkoła,179.0,dom,178.0,3,szkoła-dom,pieszo,2.0,761.3024374377167,25-44_K,1,0,0,0,0
5160,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,178.0,szkoła,179.0,1,dom-szkoła,komunikacja samochodowa,2.0,761.3024374377167,6-15_K,0,0,0,1,0
5161,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,179.0,inne,63.0,3,szkoła-inne,komunikacja samochodowa,2.0,4358.179393779946,6-15_K,0,1,0,0,0
5162,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,inne,63.0,dom,178.0,3,inne-dom,komunikacja samochodowa,2.0,4941.571784649157,6-15_K,1,0,0,0,0
5164,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,179.0,inne,63.0,3,szkoła-inne,komunikacja samochodowa,2.0,4358.179393779946,6-15_K,0,1,0,0,0
5165,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,inne,63.0,dom,178.0,3,inne-dom,komunikacja samochodowa,2.0,4941.571784649157,6-15_K,1,0,0,0,0
5170,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,1,1,1,1,0,0.0,dom,178.0,praca,270.0,1,dom-praca,komunikacja samochodowa,2.0,8424.480002175353,45-60_K,0,0,1,0,0
5171,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,1,1,1,1,0,0.0,praca,270.0,dom,178.0,4,praca-dom,komunikacja samochodowa,2.0,8424.480002175353,45-60_K,1,0,0,0,0
5172,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,1,1,0,0.0,dom,179.0,inne,180.0,2,dom-inne,komunikacja samochodowa,3.0,625.5720950265594,45-65_M,0,1,0,0,0
5173,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,1,1,0,0.0,inne,180.0,dom,179.0,2,inne-dom,komunikacja samochodowa,3.0,625.5720950265594,45-65_M,1,0,0,0,0
5174,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,1,1,0,0.0,dom,179.0,inne,256.0,3,dom-inne,komunikacja samochodowa,3.0,3461.81741591554,45-65_M,0,1,0,0,0
5175,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,1,1,0,0.0,inne,256.0,dom,179.0,3,inne-dom,komunikacja samochodowa,3.0,3461.81741591554,45-65_M,1,0,0,0,0
5176,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,0,1,1,1,0,0.0,dom,179.0,praca,340.0,1,dom-praca,komunikacja samochodowa,2.0,7161.500662949062,45-65_M,0,0,1,0,0
5177,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,0,1,1,1,0,0.0,praca,340.0,dom,179.0,3,praca-dom,komunikacja samochodowa,2.0,7161.500662949062,45-65_M,1,0,0,0,0
5178,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,1,1,1,1,0,0.0,dom,179.0,praca,340.0,1,dom-praca,komunikacja samochodowa,2.0,7161.500662949062,45-60_K,0,0,1,0,0
5179,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4,1,1,1,1,0,0.0,praca,340.0,dom,179.0,3,praca-dom,komunikacja samochodowa,2.0,7161.500662949062,45-60_K,1,0,0,0,0
5180,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,4,0,1,1,1,0,0.0,dom,179.0,inne,59.0,3,dom-inne,komunikacja samochodowa,2.0,3151.5811090386064,45-65_M,0,1,0,0,0
5181,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,4.0,4,0,1,1,1,0,0.0,inne,59.0,dom,179.0,4,inne-dom,komunikacja samochodowa,2.0,3151.5811090386064,45-65_M,1,0,0,0,0
5183,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,1,1,0,0.0,dom,179.0,praca,48.0,1,dom-praca,komunikacja samochodowa,1.0,4821.252836464642,45-60_K,0,0,1,0,0
5184,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,1,1,0,0.0,praca,48.0,dom,179.0,3,praca-dom,komunikacja samochodowa,1.0,4821.252836464642,45-60_K,1,0,0,0,0
5185,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,0,0.0,dom,179.0,praca,277.0,1,dom-praca,rower,1.0,7499.209935207797,45-65_M,0,0,1,0,0
5186,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,0,0.0,praca,277.0,dom,179.0,3,praca-dom,rower,1.0,7499.209935207797,45-65_M,1,0,0,0,0
5187,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,dom,179.0,praca,5.0,1,dom-praca,komunikacja samochodowa,3.0,5397.47604979735,25-44_M,0,0,1,0,0
5188,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,praca,5.0,dom,179.0,4,praca-dom,komunikacja samochodowa,3.0,5397.47604979735,25-44_M,1,0,0,0,0
5189,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,dom,179.0,inne,151.0,4,dom-inne,komunikacja samochodowa,3.0,7742.552205922104,25-44_M,0,1,0,0,0
5190,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,inne,151.0,dom,179.0,4,inne-dom,komunikacja samochodowa,3.0,7742.552205922104,25-44_M,1,0,0,0,0
5195,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,dom,136.0,inne,196.0,4,dom-inne,pieszo,0.0,1025.838336512684,61-x_K,0,1,0,0,0
5196,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,inne,196.0,dom,136.0,4,inne-dom,pieszo,0.0,1025.838336512684,61-x_K,1,0,0,0,0
5197,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,1,0,1.0,dom,136.0,inne,133.0,1,dom-inne,komunikacja zbiorowa,0.0,1488.577329055404,61-x_K,0,1,0,0,0
5198,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,1,0,1.0,inne,133.0,dom,136.0,1,inne-dom,komunikacja zbiorowa,0.0,1488.577329055404,61-x_K,1,0,0,0,0
5199,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,0,0,1.0,dom,193.0,inne,333.0,2,dom-inne,komunikacja zbiorowa,0.0,4620.470121526413,66-x_M,0,1,0,0,0
5200,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,0,1,1,0,0,1.0,inne,333.0,dom,193.0,2,inne-dom,komunikacja zbiorowa,0.0,4620.470121526413,66-x_M,1,0,0,0,0
5201,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,1,1,0,1.0,dom,193.0,inne,333.0,2,dom-inne,komunikacja zbiorowa,0.0,4620.470121526413,61-x_K,0,1,0,0,0
5202,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,1,1,1,0,1.0,inne,333.0,dom,193.0,2,inne-dom,komunikacja zbiorowa,0.0,4620.470121526413,61-x_K,1,0,0,0,0
5203,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,0,0,0,1,0,1.0,dom,194.0,inne,136.0,2,dom-inne,rower,2.0,1017.9768214187883,66-x_M,0,1,0,0,0
5204,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,0,0,0,1,0,1.0,inne,136.0,dom,194.0,2,inne-dom,rower,2.0,1017.9768214187883,66-x_M,1,0,0,0,0
5206,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,1,0.0,dom,194.0,praca,116.0,1,dom-praca,komunikacja zbiorowa,1.0,6860.155308854955,45-60_K,0,0,1,0,0
5207,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,1,0.0,praca,116.0,dom,194.0,4,praca-dom,komunikacja zbiorowa,1.0,6860.155308854955,45-60_K,1,0,0,0,0
5208,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,1,0.0,dom,194.0,inne,133.0,3,dom-inne,komunikacja samochodowa,1.0,2506.3841089292823,45-65_M,0,1,0,0,0
5209,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,1,0.0,inne,133.0,dom,194.0,3,inne-dom,komunikacja samochodowa,1.0,2506.3841089292823,45-65_M,1,0,0,0,0
5210,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,194.0,praca,200.0,1,dom-praca,komunikacja samochodowa,2.0,1542.247019337135,25-44_M,0,0,1,0,0
5211,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,200.0,dom,194.0,3,praca-dom,komunikacja samochodowa,2.0,1542.247019337135,25-44_M,1,0,0,0,0
5212,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3,0,1,1,1,0,0.0,dom,194.0,praca,256.0,1,dom-praca,komunikacja samochodowa,4.0,991.8836785624247,25-44_M,0,0,1,0,0
5213,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3,0,1,1,1,0,0.0,praca,256.0,dom,194.0,3,praca-dom,komunikacja samochodowa,4.0,991.8836785624247,25-44_M,1,0,0,0,0
5215,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,2,1,1,0,1,1,0.5,dom,194.0,praca,30.0,1,dom-praca,komunikacja zbiorowa,2.0,5993.590306893692,20-24_K,0,0,1,0,0
5216,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,2,1,1,0,1,1,0.5,praca,30.0,dom,194.0,3,praca-dom,komunikacja zbiorowa,2.0,5993.590306893692,20-24_K,1,0,0,0,0
5218,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,0,0,0.0,dom,194.0,inne,1.0,3,dom-inne,komunikacja zbiorowa,1.0,4825.617490941755,45-60_K,0,1,0,0,0
5219,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,0,0,0.0,inne,1.0,inne,24.0,3,inne-inne,komunikacja zbiorowa,1.0,1419.0644955490832,45-60_K,0,1,0,0,0
5220,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,0,0,0.0,inne,24.0,dom,194.0,3,inne-dom,komunikacja zbiorowa,1.0,3514.0209692611215,45-60_K,1,0,0,0,0
5225,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,1,0,0.0,dom,195.0,szkoła,331.0,1,dom-szkoła,komunikacja samochodowa,3.0,3903.9184213374247,45-60_K,0,0,0,1,0
5226,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,1,0,0.0,szkoła,331.0,inne,353.0,1,szkoła-inne,komunikacja samochodowa,3.0,3724.698681929102,45-60_K,0,1,0,0,0
5227,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,4,1,1,1,1,0,0.0,inne,353.0,dom,195.0,3,inne-dom,komunikacja samochodowa,3.0,5724.949481944707,45-60_K,1,0,0,0,0
5228,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,1,0,0,1,0.5,dom,195.0,szkoła,331.0,1,dom-szkoła,komunikacja samochodowa,3.0,3903.9184213374247,6-15_M,0,0,0,1,0
5229,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,1,0,0,1,0.5,szkoła,331.0,dom,195.0,3,szkoła-dom,komunikacja zbiorowa,3.0,3903.9184213374247,6-15_M,1,0,0,0,0
5231,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,0,0.5,dom,195.0,inne,133.0,3,dom-inne,rower,2.0,1769.0659248599757,45-60_K,0,1,0,0,0
5232,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,0,0.5,inne,133.0,dom,195.0,4,inne-dom,rower,2.0,1769.0659248599757,45-60_K,1,0,0,0,0
5236,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,3,0,1,1,1,0,0.0,praca,144.0,dom,195.0,3,praca-dom,komunikacja samochodowa,2.0,3096.1641369886947,25-44_M,1,0,0,0,0
5238,3,4,4,0,0,0,1,0,0,0,0,0,0,0,1,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,195.0,praca,27.0,1,dom-praca,komunikacja samochodowa,1.0,5618.749394649689,25-44_M,0,0,1,0,0
5239,3,4,4,0,0,0,1,0,0,0,0,0,0,0,1,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,27.0,dom,195.0,3,praca-dom,komunikacja samochodowa,1.0,5618.749394649689,25-44_M,1,0,0,0,0
5240,3,3,4,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,dom,195.0,praca,27.0,1,dom-praca,komunikacja samochodowa,1.0,5618.749394649689,25-44_K,0,0,1,0,0
5241,3,3,4,0,0,0,1,0,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,praca,27.0,dom,195.0,3,praca-dom,komunikacja samochodowa,1.0,5618.749394649689,25-44_K,1,0,0,0,0
5242,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,4,1,1,0,1,1,0.0,dom,195.0,praca,13.0,1,dom-praca,rower,1.0,3769.5411539516886,45-60_K,0,0,1,0,0
5243,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,4,1,1,0,1,1,0.0,praca,13.0,dom,195.0,3,praca-dom,rower,1.0,3769.5411539516886,45-60_K,1,0,0,0,0
5247,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,dom,192.0,praca,197.0,2,dom-praca,pieszo,1.0,491.6185374637129,25-44_K,0,0,1,0,0
5248,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,praca,197.0,dom,192.0,4,praca-dom,pieszo,1.0,491.6185374637129,25-44_K,1,0,0,0,0
5250,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,0,0,1.0,praca,230.0,inne,1.0,2,praca-inne,komunikacja zbiorowa,1.0,12153.949709491262,25-44_M,0,1,0,0,0
5251,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,0,0,1.0,inne,1.0,dom,192.0,3,inne-dom,komunikacja zbiorowa,1.0,5777.5166593483455,25-44_M,1,0,0,0,0
5252,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,2.0,4,0,1,0,1,0,0.0,dom,192.0,praca,136.0,1,dom-praca,komunikacja zbiorowa,1.0,1687.0271974653897,45-65_M,0,0,1,0,0
5253,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,2.0,4,0,1,0,1,0,0.0,praca,136.0,dom,192.0,4,praca-dom,komunikacja zbiorowa,1.0,1687.0271974653897,45-65_M,1,0,0,0,0
5254,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,192.0,praca,52.0,1,dom-praca,komunikacja samochodowa,2.0,5130.595804534851,25-44_M,0,0,1,0,0
5255,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,52.0,inne,120.0,2,praca-inne,komunikacja samochodowa,2.0,1418.9542449658732,25-44_M,0,1,0,0,0
5256,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,inne,120.0,praca,52.0,2,inne-praca,komunikacja samochodowa,2.0,1418.9542449658732,25-44_M,0,0,1,0,0
5257,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,52.0,dom,192.0,3,praca-dom,komunikacja samochodowa,2.0,5130.595804534851,25-44_M,1,0,0,0,0
5260,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,dom,192.0,praca,52.0,1,dom-praca,komunikacja samochodowa,2.0,5130.595804534851,25-44_K,0,0,1,0,0
5261,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,praca,52.0,dom,192.0,3,praca-dom,komunikacja samochodowa,2.0,5130.595804534851,25-44_K,1,0,0,0,0
5264,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,dom,255.0,praca,222.0,1,dom-praca,komunikacja samochodowa,3.0,14054.954418595631,25-44_M,0,0,1,0,0
5265,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,praca,222.0,inne,252.0,3,praca-inne,komunikacja samochodowa,3.0,6911.904456565082,25-44_M,0,1,0,0,0
5266,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,inne,252.0,dom,255.0,3,inne-dom,komunikacja samochodowa,3.0,9990.809871338555,25-44_M,1,0,0,0,0
5270,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,255.0,inne,7.0,3,dom-inne,komunikacja samochodowa,2.0,6461.737438027118,25-44_M,0,1,0,0,0
5271,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,inne,6.0,dom,255.0,3,inne-dom,komunikacja samochodowa,2.0,6078.640079278457,25-44_M,1,0,0,0,0
5272,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,dom,255.0,praca,252.0,1,dom-praca,komunikacja samochodowa,2.0,9990.809871338555,25-44_M,0,0,1,0,0
5273,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,praca,252.0,dom,255.0,3,praca-dom,komunikacja samochodowa,2.0,9990.809871338555,25-44_M,1,0,0,0,0
5274,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,255.0,praca,146.0,1,dom-praca,rower,1.0,5411.108752953139,25-44_M,0,0,1,0,0
5275,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,146.0,dom,255.0,3,praca-dom,rower,1.0,5411.108752953139,25-44_M,1,0,0,0,0
5278,4,4,4,1,0,0,1,0,1,0,0,0,0,0,0,7.0,6.0,1.0,2,1,1,0,1,0,0.0,dom,145.0,inne,158.0,2,dom-inne,komunikacja zbiorowa,5.0,8334.721319012358,20-24_K,0,1,0,0,0
5279,4,4,4,1,0,0,1,0,1,0,0,0,0,0,0,7.0,6.0,1.0,2,1,1,0,1,0,0.0,inne,158.0,dom,145.0,3,inne-dom,komunikacja zbiorowa,5.0,8334.721319012358,20-24_K,1,0,0,0,0
5280,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,7.0,6.0,1.0,3,1,0,0,0,0,0.5,inne,6.0,inne,49.0,3,inne-inne,komunikacja zbiorowa,5.0,866.349357192383,25-44_K,0,1,0,0,0
5281,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,7.0,6.0,1.0,3,1,0,0,0,0,0.5,inne,49.0,inne,4.0,4,inne-inne,komunikacja zbiorowa,5.0,1901.0999234926355,25-44_K,0,1,0,0,0
5282,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,7.0,6.0,1.0,3,1,0,0,0,0,0.5,inne,4.0,inne,40.0,4,inne-inne,komunikacja zbiorowa,5.0,1377.3773243087296,25-44_K,0,1,0,0,0
5283,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,1,0,0,1.0,dom,146.0,inne,21.0,1,dom-inne,komunikacja zbiorowa,0.0,2900.8146250284485,45-60_K,0,1,0,0,0
5284,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,1,0,0,1.0,inne,21.0,inne,4.0,2,inne-inne,komunikacja zbiorowa,0.0,1271.9815246869275,45-60_K,0,1,0,0,0
5285,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,1,0,0,1.0,inne,4.0,dom,146.0,2,inne-dom,komunikacja zbiorowa,0.0,3793.2208788775724,45-60_K,1,0,0,0,0
5288,3,2,3,0,0,0,0,0,1,0,1,0,0,0,0,3.0,3.0,3.0,1,0,1,0,1,1,0.5,dom,146.0,szkoła,40.0,1,dom-szkoła,komunikacja zbiorowa,1.0,5170.534998779458,16-19_M,0,0,0,1,0
5289,3,2,3,0,0,0,0,0,1,0,1,0,0,0,0,3.0,3.0,3.0,1,0,1,0,1,1,0.5,szkoła,40.0,dom,146.0,3,szkoła-dom,komunikacja zbiorowa,1.0,5170.534998779458,16-19_M,1,0,0,0,0
5291,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,0,0.0,dom,146.0,inne,51.0,2,dom-inne,komunikacja samochodowa,1.0,5111.292697616776,45-65_M,0,1,0,0,0
5292,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,0,0.0,inne,51.0,inne,68.0,2,inne-inne,komunikacja samochodowa,1.0,3753.7746585398936,45-65_M,0,1,0,0,0
5293,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,3.0,4,0,1,0,1,0,0.0,inne,68.0,dom,146.0,2,inne-dom,komunikacja samochodowa,1.0,1403.92510754663,45-65_M,1,0,0,0,0
