,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
4951,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,inne,44.0,dom,13.0,3,inne-dom,komunikacja samochodowa,1.0,2217.443591112292,61-x_K,1,0,0,0,0
4953,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.5,dom,98.0,inne,99.0,3,dom-inne,pieszo,1.0,542.2040286006015,45-60_K,0,1,0,0,0
4954,3,3,3,0,0,0,1,1,0,0,0,0,1,0,0,3.0,3.0,3.0,2,1,1,0,1,1,0.5,praca,288.0,dom,13.0,3,praca-dom,komunikacja zbiorowa,0.0,6149.1343842842,20-24_K,1,0,0,0,0
4955,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,1,0,1,0.5,dom,13.0,praca,350.0,3,dom-praca,pieszo,0.0,868.1603978202838,20-24_M,0,0,1,0,0
4956,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,1,0,1,0.5,praca,350.0,dom,13.0,4,praca-dom,pieszo,0.0,868.1603978202838,20-24_M,1,0,0,0,0
4957,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,dom,13.0,uczelnia,2.0,2,dom-uczelnia,pieszo,0.0,1258.9312856612771,20-24_M,0,0,0,0,1
4958,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,uczelnia,2.0,dom,13.0,3,uczelnia-dom,pieszo,0.0,1258.9312856612771,20-24_M,1,0,0,0,0
4959,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,5,1,1,0,0,0,1.0,dom,13.0,inne,14.0,2,dom-inne,pieszo,0.0,409.76464400042767,61-x_K,0,1,0,0,0
4960,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,5,1,1,0,0,0,1.0,inne,14.0,dom,13.0,2,inne-dom,pieszo,0.0,409.76464400042767,61-x_K,1,0,0,0,0
4961,3,2,3,0,0,0,0,1,0,1,0,0,1,0,0,3.0,3.0,2.0,2,1,1,0,1,1,0.5,dom,13.0,uczelnia,67.0,1,dom-uczelnia,komunikacja zbiorowa,2.0,1240.7161203002759,20-24_K,0,0,0,0,1
4962,3,2,3,0,0,0,0,1,0,1,0,0,1,0,0,3.0,3.0,2.0,2,1,1,0,1,1,0.5,uczelnia,67.0,dom,13.0,3,uczelnia-dom,komunikacja zbiorowa,2.0,1240.7161203002759,20-24_K,1,0,0,0,0
4963,3,2,3,0,0,0,0,1,1,0,0,0,1,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,dom,13.0,praca,69.0,1,dom-praca,komunikacja zbiorowa,2.0,1882.0590200276206,45-60_K,0,0,1,0,0
4964,3,2,3,0,0,0,0,1,1,0,0,0,1,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,praca,69.0,dom,13.0,3,praca-dom,komunikacja zbiorowa,2.0,1882.0590200276206,45-60_K,1,0,0,0,0
4965,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,2.0,1.0,4,1,1,1,0,1,0.0,dom,13.0,praca,90.0,1,dom-praca,komunikacja zbiorowa,0.0,3359.9562507329247,45-60_K,0,0,1,0,0
4966,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,2.0,1.0,4,1,1,1,0,1,0.0,praca,90.0,dom,13.0,4,praca-dom,komunikacja zbiorowa,0.0,3359.9562507329247,45-60_K,1,0,0,0,0
4968,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,dom,331.0,inne,14.0,2,dom-inne,pieszo,0.0,736.1459184292121,61-x_K,0,1,0,0,0
4969,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,inne,14.0,dom,331.0,2,inne-dom,pieszo,0.0,736.1459184292121,61-x_K,1,0,0,0,0
4970,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,2.0,4,0,0,0,1,0,0.0,dom,331.0,inne,24.0,1,dom-inne,komunikacja samochodowa,1.0,712.3608807341709,45-65_M,0,1,0,0,0
4971,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,2.0,4,0,0,0,1,0,0.0,inne,24.0,dom,331.0,1,inne-dom,komunikacja samochodowa,1.0,712.3608807341709,45-65_M,1,0,0,0,0
4972,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,3,1,1,0,1,0,0.0,dom,331.0,praca,71.0,1,dom-praca,komunikacja samochodowa,1.0,2499.809164089802,25-44_K,0,0,1,0,0
4973,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,3,1,1,0,1,0,0.0,praca,71.0,dom,331.0,3,praca-dom,komunikacja samochodowa,1.0,2499.809164089802,25-44_K,1,0,0,0,0
4974,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,1,1,0,0.0,dom,331.0,inne,335.0,2,dom-inne,komunikacja zbiorowa,1.0,1726.6153469266685,45-60_K,0,1,0,0,0
4975,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,1,1,0,0.0,inne,335.0,dom,331.0,2,inne-dom,komunikacja zbiorowa,1.0,1726.6153469266685,45-60_K,1,0,0,0,0
4976,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,1,1,0,0.0,dom,331.0,inne,335.0,1,dom-inne,komunikacja samochodowa,1.0,1726.6153469266685,45-65_M,0,1,0,0,0
4977,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,1,1,0,0.0,inne,335.0,praca,4.0,1,inne-praca,komunikacja samochodowa,1.0,2829.1012533220587,45-65_M,0,0,1,0,0
4978,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,0,0,0,0,0,0,1.0,dom,331.0,szkoła,335.0,1,dom-szkoła,komunikacja samochodowa,1.0,1726.6153469266685,6-15_M,0,0,0,1,0
4979,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,0,0,0,0,0,0,1.0,szkoła,335.0,dom,331.0,2,szkoła-dom,komunikacja zbiorowa,1.0,1726.6153469266685,6-15_M,1,0,0,0,0
4980,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.5,inne,99.0,dom,98.0,3,inne-dom,pieszo,1.0,542.2040286006015,45-60_K,1,0,0,0,0
4981,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,6.0,inne,7.0,3,dom-inne,pieszo,1.0,383.3428687636152,25-44_M,0,1,0,0,0
4982,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,inne,7.0,dom,6.0,3,inne-dom,pieszo,1.0,383.3428687636152,25-44_M,1,0,0,0,0
4983,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,dom,7.0,praca,107.0,1,dom-praca,komunikacja samochodowa,1.0,4114.438195475071,25-44_K,0,0,1,0,0
4984,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,praca,107.0,dom,7.0,4,praca-dom,komunikacja samochodowa,1.0,4114.438195475071,25-44_K,1,0,0,0,0
4987,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,dom,7.0,inne,1.0,2,dom-inne,pieszo,1.0,616.8718612242992,45-65_M,0,1,0,0,0
4988,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,inne,1.0,dom,7.0,2,inne-dom,pieszo,1.0,616.8718612242992,45-65_M,1,0,0,0,0
4989,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,0,0.0,dom,7.0,praca,110.0,1,dom-praca,komunikacja samochodowa,1.0,4659.435087717368,45-65_M,0,0,1,0,0
4990,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,0,0.0,praca,110.0,dom,7.0,3,praca-dom,komunikacja samochodowa,1.0,4659.435087717368,45-65_M,1,0,0,0,0
4992,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,dom,7.0,praca,44.0,1,dom-praca,pieszo,0.0,1175.6905444176055,45-60_K,0,0,1,0,0
4993,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,praca,44.0,dom,7.0,3,praca-dom,pieszo,0.0,1175.6905444176055,45-60_K,1,0,0,0,0
4994,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,2,0,1,0,0,0,0.0,dom,7.0,inne,4.0,4,dom-inne,pieszo,0.0,1028.4287684965236,20-24_M,0,1,0,0,0
4995,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,2,0,1,0,0,0,0.0,inne,4.0,dom,7.0,4,inne-dom,pieszo,0.0,1028.4287684965236,20-24_M,1,0,0,0,0
4996,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,1.0,0.0,5,1,0,1,0,0,1.0,dom,7.0,inne,86.0,2,dom-inne,komunikacja zbiorowa,0.0,5233.605678367197,61-x_K,0,1,0,0,0
4997,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,1.0,0.0,5,1,0,1,0,0,1.0,inne,86.0,dom,7.0,3,inne-dom,komunikacja zbiorowa,0.0,5233.605678367197,61-x_K,1,0,0,0,0
4999,2,2,3,0,0,0,1,1,0,0,0,0,0,1,0,2.0,2.0,1.0,5,1,1,0,1,0,0.5,dom,296.0,inne,297.0,1,dom-inne,pieszo,1.0,861.7736405049342,61-x_K,0,1,0,0,0
5000,2,2,3,0,0,0,1,1,0,0,0,0,0,1,0,2.0,2.0,1.0,5,1,1,0,1,0,0.5,inne,297.0,dom,296.0,1,inne-dom,pieszo,1.0,861.7736405049342,61-x_K,1,0,0,0,0
5003,2,2,4,0,1,1,0,0,0,0,0,0,0,0,1,8.0,7.0,5.0,4,1,1,1,1,0,0.0,dom,297.0,praca,30.0,1,dom-praca,komunikacja samochodowa,4.0,5273.77642380769,45-60_K,0,0,1,0,0
5004,2,2,4,0,1,1,0,0,0,0,0,0,0,0,1,8.0,7.0,5.0,4,1,1,1,1,0,0.0,praca,30.0,dom,297.0,3,praca-dom,komunikacja samochodowa,4.0,5273.77642380769,45-60_K,1,0,0,0,0
5008,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3,0,1,1,1,0,0.0,dom,297.0,inne,1.0,4,dom-inne,komunikacja samochodowa,2.0,7161.907582517962,25-44_M,0,1,0,0,0
5009,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3,0,1,1,1,0,0.0,inne,1.0,dom,297.0,4,inne-dom,komunikacja samochodowa,2.0,7161.907582517962,25-44_M,1,0,0,0,0
5011,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,5.0,5.0,7.0,3,1,1,1,1,0,0.0,dom,297.0,praca,96.0,1,dom-praca,komunikacja samochodowa,1.0,3942.017933770883,25-44_K,0,0,1,0,0
5012,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,5.0,5.0,7.0,3,1,1,1,1,0,0.0,praca,96.0,dom,297.0,3,praca-dom,komunikacja samochodowa,1.0,3942.017933770883,25-44_K,1,0,0,0,0
5016,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,dom,297.0,inne,297.0,1,dom-inne,pieszo,1.0,0.0,45-60_K,0,1,0,0,0
5017,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,inne,297.0,dom,297.0,1,inne-dom,pieszo,1.0,0.0,45-60_K,1,0,0,0,0
5018,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,0,1,0,0.0,dom,298.0,praca,135.0,1,dom-praca,komunikacja samochodowa,1.0,11347.689853721828,45-65_M,0,0,1,0,0
5019,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,0,1,0,0.0,praca,135.0,dom,298.0,4,praca-dom,komunikacja samochodowa,1.0,11347.689853721828,45-65_M,1,0,0,0,0
5023,2,1,4,0,0,0,1,0,1,1,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,dom,356.0,praca,305.0,1,dom-praca,komunikacja zbiorowa,2.0,2456.962810328433,45-60_K,0,0,1,0,0
5024,2,1,4,0,0,0,1,0,1,1,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,praca,305.0,dom,356.0,3,praca-dom,komunikacja zbiorowa,2.0,2456.962810328433,45-60_K,1,0,0,0,0
5026,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,6.0,5.0,6.0,3,1,1,1,1,0,0.0,dom,287.0,inne,355.0,3,dom-inne,komunikacja samochodowa,7.0,2561.1492408037184,25-44_K,0,1,0,0,0
5027,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,6.0,5.0,6.0,3,1,1,1,1,0,0.0,inne,355.0,dom,287.0,3,inne-dom,komunikacja samochodowa,7.0,2561.1492408037184,25-44_K,1,0,0,0,0
5030,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,1,0,0.5,dom,288.0,inne,360.0,1,dom-inne,rower,1.0,1608.7394472088504,45-65_M,0,1,0,0,0
5031,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,1,0,0.5,inne,360.0,dom,288.0,2,inne-dom,rower,1.0,1608.7394472088504,45-65_M,1,0,0,0,0
5033,2,3,3,0,0,0,1,1,0,0,0,0,1,0,0,5.0,5.0,2.0,3,1,1,1,0,0,0.0,dom,290.0,praca,30.0,3,dom-praca,komunikacja zbiorowa,0.0,4789.163848832144,25-44_K,0,0,1,0,0
5040,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,dom,291.0,praca,30.0,1,dom-praca,komunikacja samochodowa,1.0,4502.058132914718,25-44_K,0,0,1,0,0
5041,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,praca,30.0,dom,291.0,3,praca-dom,komunikacja samochodowa,1.0,4502.058132914718,25-44_K,1,0,0,0,0
5049,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,4,0,1,0,0,1,0.0,dom,273.0,praca,194.0,1,dom-praca,komunikacja samochodowa,0.0,5853.051100342061,45-65_M,0,0,1,0,0
5050,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,4,0,1,0,0,1,0.0,praca,194.0,dom,273.0,3,praca-dom,komunikacja samochodowa,0.0,5853.051100342061,45-65_M,1,0,0,0,0
5051,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,1,1,0.0,dom,273.0,praca,58.0,1,dom-praca,komunikacja zbiorowa,0.0,6957.672142187743,25-44_K,0,0,1,0,0
5052,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,1,1,0.0,praca,58.0,dom,273.0,3,praca-dom,komunikacja zbiorowa,0.0,6957.672142187743,25-44_K,1,0,0,0,0
5053,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4,1,1,1,1,0,0.0,dom,275.0,praca,113.0,1,dom-praca,komunikacja samochodowa,3.0,9950.961695749485,45-60_K,0,0,1,0,0
5054,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4,1,1,1,1,0,0.0,praca,113.0,dom,275.0,3,praca-dom,komunikacja samochodowa,3.0,9950.961695749485,45-60_K,1,0,0,0,0
5063,2,4,4,0,0,1,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,5,1,1,0,1,0,0.0,dom,71.0,praca,215.0,1,dom-praca,komunikacja samochodowa,3.0,11353.090666397778,61-x_K,0,0,1,0,0
5064,2,4,4,0,0,1,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,5,1,1,0,1,0,0.0,praca,215.0,dom,71.0,3,praca-dom,komunikacja samochodowa,3.0,11353.090666397778,61-x_K,1,0,0,0,0
5069,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,dom,72.0,inne,30.0,1,dom-inne,pieszo,1.0,1794.8423161443118,61-x_K,0,1,0,0,0
5070,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,inne,30.0,dom,72.0,2,inne-dom,pieszo,1.0,1794.8423161443118,61-x_K,1,0,0,0,0
5072,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,5,1,1,0,1,0,0.5,dom,72.0,inne,4.0,4,dom-inne,komunikacja samochodowa,0.0,2563.9709239229906,61-x_K,0,1,0,0,0
5073,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,5,1,1,0,1,0,0.5,inne,4.0,dom,72.0,4,inne-dom,komunikacja samochodowa,0.0,2563.9709239229906,61-x_K,1,0,0,0,0
5076,3,3,2,0,0,0,0,0,1,0,0,0,1,0,1,3.0,3.0,7.0,4,0,0,1,0,0,0.0,dom,306.0,praca,306.0,1,dom-praca,pieszo,1.0,0.0,45-65_M,0,0,1,0,0
5077,3,3,2,0,0,0,0,0,1,0,0,0,1,0,1,3.0,3.0,7.0,4,0,0,1,0,0,0.0,praca,306.0,dom,306.0,2,praca-dom,pieszo,1.0,0.0,45-65_M,1,0,0,0,0
5084,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,dom,98.0,praca,266.0,1,dom-praca,komunikacja samochodowa,1.0,9508.223794656265,66-x_M,0,0,1,0,0
5085,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,praca,266.0,dom,98.0,3,praca-dom,komunikacja samochodowa,1.0,9508.223794656265,66-x_M,1,0,0,0,0
5091,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,5.0,4,0,1,1,1,0,0.0,dom,318.0,inne,183.0,1,dom-inne,komunikacja samochodowa,3.0,13020.829521046488,45-65_M,0,1,0,0,0
5092,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,5.0,4,0,1,1,1,0,0.0,inne,183.0,dom,318.0,1,inne-dom,komunikacja samochodowa,3.0,13020.829521046488,45-65_M,1,0,0,0,0
5096,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,4,0,0,0,1,0,1.0,dom,318.0,inne,340.0,1,dom-inne,komunikacja samochodowa,1.0,5399.217002823918,45-65_M,0,1,0,0,0
5097,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,4,0,0,0,1,0,1.0,inne,340.0,dom,318.0,1,inne-dom,komunikacja samochodowa,1.0,5399.217002823918,45-65_M,1,0,0,0,0
5099,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,0,1.0,dom,319.0,inne,317.0,2,dom-inne,komunikacja samochodowa,2.0,2282.8283146725007,61-x_K,0,1,0,0,0
5100,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,0,1.0,inne,317.0,dom,319.0,2,inne-dom,komunikacja samochodowa,2.0,2282.8283146725007,61-x_K,1,0,0,0,0
5104,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,4,0,1,0,1,0,0.0,dom,230.0,inne,230.0,1,dom-inne,komunikacja samochodowa,2.0,0.0,45-65_M,0,1,0,0,0
5105,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,4,0,1,0,1,0,0.0,inne,230.0,dom,230.0,1,inne-dom,komunikacja samochodowa,2.0,0.0,45-65_M,1,0,0,0,0
5106,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,dom,230.0,praca,252.0,1,dom-praca,komunikacja samochodowa,2.0,4684.729407539125,45-65_M,0,0,1,0,0
5107,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,praca,252.0,dom,230.0,3,praca-dom,komunikacja samochodowa,2.0,4684.729407539125,45-65_M,1,0,0,0,0
5108,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,dom,230.0,praca,131.0,2,dom-praca,komunikacja samochodowa,2.0,10481.864206725297,45-60_K,0,0,1,0,0
5109,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,praca,131.0,dom,230.0,4,praca-dom,komunikacja samochodowa,2.0,10481.864206725297,45-60_K,1,0,0,0,0
5111,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,1,0.5,dom,230.0,inne,228.0,3,dom-inne,komunikacja zbiorowa,0.0,954.043335183309,61-x_K,0,1,0,0,0
5112,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,1,0.5,inne,228.0,dom,230.0,3,inne-dom,komunikacja zbiorowa,0.0,954.043335183309,61-x_K,1,0,0,0,0
5114,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,dom,230.0,inne,213.0,1,dom-inne,komunikacja zbiorowa,1.0,4372.8542181685725,61-x_K,0,1,0,0,0
5115,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,inne,213.0,dom,230.0,2,inne-dom,komunikacja zbiorowa,1.0,4372.8542181685725,61-x_K,1,0,0,0,0
5118,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,1,0,1,0.5,dom,232.0,inne,116.0,1,dom-inne,komunikacja zbiorowa,0.0,8117.516254705709,61-x_K,0,1,0,0,0
5119,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,1,0,1,0.5,inne,116.0,dom,232.0,4,inne-dom,komunikacja zbiorowa,0.0,8117.516254705709,61-x_K,1,0,0,0,0
5120,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,dom,232.0,praca,4.0,2,dom-praca,komunikacja samochodowa,3.0,12231.738216935086,25-44_M,0,0,1,0,0
5121,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,praca,4.0,dom,232.0,4,praca-dom,komunikacja samochodowa,3.0,12231.738216935086,25-44_M,1,0,0,0,0
5122,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,dom,232.0,szkoła,218.0,1,dom-szkoła,komunikacja samochodowa,3.0,1948.724294722025,25-44_K,0,0,0,1,0
5123,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,szkoła,218.0,dom,232.0,1,szkoła-dom,komunikacja samochodowa,3.0,1948.724294722025,25-44_K,1,0,0,0,0
5124,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,3,0,1,0,1,0,0.0,dom,232.0,praca,3.0,1,dom-praca,komunikacja samochodowa,1.0,12165.646884258605,25-44_M,0,0,1,0,0
5125,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,3,0,1,0,1,0,0.0,praca,3.0,dom,232.0,4,praca-dom,komunikacja samochodowa,1.0,12165.646884258605,25-44_M,1,0,0,0,0
5129,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,dom,216.0,praca,218.0,1,dom-praca,komunikacja samochodowa,1.0,665.4133906211754,25-44_K,0,0,1,0,0
5130,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,praca,218.0,inne,229.0,3,praca-inne,komunikacja samochodowa,1.0,1133.5995053235877,25-44_K,0,1,0,0,0
5131,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,inne,229.0,dom,216.0,3,inne-dom,komunikacja samochodowa,1.0,1363.1521686510357,25-44_K,1,0,0,0,0
5135,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,0,1,1,1,1,0.0,dom,216.0,praca,215.0,2,dom-praca,komunikacja zbiorowa,1.0,1122.0095591581248,25-44_M,0,0,1,0,0
5136,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,0,1,1,1,1,0.0,praca,215.0,dom,216.0,3,praca-dom,komunikacja samochodowa,1.0,1122.0095591581248,25-44_M,1,0,0,0,0
