,travel_id,lat,long,time,mean_of_transport
170,ae6881ce-69e1-408e-a567-0e77f5e8694b,16.9634681,51.1226769,2019-10-28 05:40:21,Rower prywatny
171,ae6881ce-69e1-408e-a567-0e77f5e8694b,17.1165734,51.1205716,2019-10-28 06:25:21,Rower prywatny
172,636bd9ad-89db-4ae7-bb3a-a8d22e22d773,16.9767192,51.1210813,2019-10-25 08:20:00,Samochód osobowy jako kierowca
173,636bd9ad-89db-4ae7-bb3a-a8d22e22d773,16.9923205,51.0938457,2019-10-25 08:40:00,Samochód osobowy jako kierowca
174,6850abfc-3436-40f2-b7ec-6378aa551d85,16.9653183,51.1293332,2019-10-28 05:30:05,Samochód osobowy jako pasażer
175,6850abfc-3436-40f2-b7ec-6378aa551d85,17.0118403,51.1132036,2019-10-28 05:40:05,Samochód osobowy jako pasażer
176,e57b6355-4284-4191-a949-fc2b82f52c42,16.9812916,51.1219769,2019-10-28 05:40:26,Samochód osobowy jako kierowca
177,e57b6355-4284-4191-a949-fc2b82f52c42,17.0540023,51.1283615,2019-10-28 05:55:26,Samochód osobowy jako kierowca
178,88e237f9-9d01-47b6-85ed-e2e50c38cfe0,16.9660406,51.1219214,2019-10-28 05:40:22,Tramwaj
179,88e237f9-9d01-47b6-85ed-e2e50c38cfe0,17.0395313,51.1106914,2019-10-28 06:10:22,Tramwaj
180,011cf8f6-2a72-4fce-acff-472c7aa351eb,16.9671483,51.1231121,2019-10-28 06:00:06,Pieszo
181,011cf8f6-2a72-4fce-acff-472c7aa351eb,16.9774457,51.1254642,2019-10-28 06:10:06,Pieszo
182,91bfed92-5918-4528-ab45-579552200bbf,16.9653183,51.1293332,2019-10-25 05:20:00,Samochód osobowy jako kierowca
183,91bfed92-5918-4528-ab45-579552200bbf,16.9540647,51.1271341,2019-10-25 05:25:00,Samochód osobowy jako kierowca
184,726fc39b-5559-48c8-899a-6e639a5f7ebc,16.9653183,51.1293332,2019-10-28 07:10:00,Tramwaj
185,726fc39b-5559-48c8-899a-6e639a5f7ebc,17.022057113837967,51.111590500000005,2019-10-28 07:25:00,Tramwaj
186,5fb9021e-81cc-4bf5-85b5-b40515c0bc92,16.9653183,51.1293332,2019-10-24 05:10:00,Tramwaj
