preferences_centrum_entrance_billed,preferences_centrum_entrance_for_eco_vehicles,prefences_pt_transit_priority,prefences_prefered_travel_mode,prefences_pt_comfort,prefences_pt_cleanliness,prefences_pt_punctuality,prefences_bicyle_infrastructure_improvemets,prefences_walk_wrong_intersection_lights,prefences_walk_no_sidewalk,prefences_walk_bad_surface,prefences_walk_blocked_sidewalks,prefences_walk_car_danger,preferences_walk_bike_danger,preferences_walk_tall_curbs,preferences_walk_no_cleaning_snow_removal,preferences_walk_insufficient_number_pedestrain_crossing,preferences_walk_no_resting_place,preferences_walk_heavy_traffic,preferences_walk_insufficient_lighting,preferences_walk_no_inconvenience,house_total_person_number,house_over_6_person_number,house_owned_car_number,house_lent_car_number,house_company_car_number,house_bicycle_number,respondent_age,respondent_sex,respondent_primary_job,respondent_physical_condition,respondent_provides_care,respondent_has_driving_license,respondent_has_season_ticket,respondent_has_pt_discount,total_travel_time,part_of_day,travel_mode,travel_distance
4,2,4,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,4,0,2,1,0,1,1,0.0,12,1,1,556.0457126563223
4,2,4,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,4,0,2,1,0,1,1,0.0,10,3,1,556.0457126563223
1,3,3,4,2,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,3,1,2,1,0,1,1,0.0,60,0,1,1600.4340229296924
0,3,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,1,0.0,25,1,1,3110.437449071233
0,3,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,1,0.0,30,3,1,778.9106584179599
0,4,2,3,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,1.0,2.0,3,0,2,1,0,1,0,0.0,15,1,0,778.9106584179599
0,4,2,3,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,1.0,2.0,3,0,2,1,0,1,0,0.0,15,3,0,3714.965595206474
0,3,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,2.0,0.0,1.0,2.0,3,1,3,1,0,1,0,0.0,10,2,0,3714.965595206474
0,3,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,2.0,0.0,1.0,2.0,3,1,3,1,0,1,0,0.0,10,2,0,5046.896028499251
0,4,2,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,3.0,3,0,2,1,0,1,0,0.0,20,2,0,5046.896028499251
0,4,2,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,3.0,3,0,2,1,0,1,0,0.0,10,3,0,3819.342978095765
0,4,2,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,3.0,3,0,2,1,0,1,0,0.0,40,3,0,3819.342978095765
2,2,2,4,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,1.0,31,1,1,9056.387706694002
2,2,2,4,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,1.0,49,2,1,9056.387706694002
0,1,2,4,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,31,1,1,8042.6468195771595
0,1,2,4,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,49,2,1,8042.6468195771595
0,3,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,1,0,4,1,0,0,1,1.0,27,1,1,2311.300287116661
0,3,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,1,0,4,1,0,0,1,1.0,23,2,1,2311.300287116661
0,2,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,25,1,0,842.8732517284614
0,2,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,30,3,0,842.8732517284614
0,2,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,30,2,0,5369.603511447593
0,2,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,25,4,0,5369.603511447593
0,2,2,4,2,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,5,1,0,0,0,0,0,1.0,23,1,1,1092.7767870481734
0,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,5,0,0,1,0,0,0,1.0,19,2,1,1092.7767870481734
0,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,5,0,0,1,0,0,0,1.0,19,3,1,5623.882152536307
1,3,3,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,23,1,1,5623.882152536307
1,3,3,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,22,3,1,488.93866286760834
2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,0,0,0.0,15,1,2,488.93866286760834
2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,0,0,0.0,15,4,2,488.93866286760834
3,3,4,4,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,4,1,2,1,0,1,1,0.0,20,1,0,488.93866286760834
4,3,4,4,3,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,3,0,1,1,0,1,0,0.0,40,3,0,2944.3516098481073
3,3,3,4,2,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,4,1,1,1,0,1,0,0.0,25,3,0,2944.3516098481073
3,3,3,4,2,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,4,1,1,1,0,1,0,0.0,30,4,0,692.7207692824513
3,3,0,4,2,3,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,4,1,2,1,1,1,0,0.0,30,1,0,692.7207692824513
3,3,0,4,2,3,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,4,1,2,1,1,1,0,0.0,40,3,0,1024.7864602013879
1,3,4,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,2.0,5,1,0,0,0,0,0,1.0,10,2,2,1024.7864602013879
1,3,4,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,2.0,5,1,0,0,0,0,0,1.0,12,2,2,1895.0695714026047
4,4,4,0,4,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,1.0,5,1,0,0,0,0,0,1.0,12,1,1,1895.0695714026047
0,4,4,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,2.0,3,1,2,1,0,1,0,0.0,25,1,0,692.7207692824513
0,4,4,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,2.0,3,1,2,1,0,1,0,0.0,30,3,0,692.7207692824513
4,4,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,5,1,3,2268.0672994970314
4,4,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,5,2,3,2268.0672994970314
4,4,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,20,3,2,3836.745416806272
4,4,4,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,20,3,2,3836.745416806272
3,4,4,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,0,0.0,17,3,0,4847.1223516000955
2,2,4,4,4,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,3,1,3,4847.1223516000955
2,2,4,4,4,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0,0.0,1.0,0,1,4,1,0,0,0,1.0,5,2,3,2994.989298732412
4,2,4,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4.0,1.0,0.0,0.0,2.0,4,0,2,1,1,1,0,0.0,15,1,0,2994.989298732412
4,2,4,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4.0,1.0,0.0,0.0,2.0,4,0,2,1,1,1,0,0.0,17,3,0,692.7207692824513
2,2,4,3,2,2,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,3,1,1,1,0,1,0,0.0,20,2,0,692.7207692824513
3,3,4,4,2,2,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,1,2,0,0,1,0,0.0,25,3,0,805.1438222505318
3,3,3,3,2,2,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,0,2,1,0,1,0,0.0,20,1,0,805.1438222505318
3,3,3,3,2,2,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,0,2,1,0,1,0,0.0,25,3,0,7594.423258539467
3,3,0,4,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,25,1,3,7594.423258539467
3,3,0,4,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,20,3,3,2536.7040409172228
3,3,0,4,3,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,3,1,2,1,0,1,0,0.0,25,1,0,2536.7040409172228
3,3,0,4,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,3,1,1,0,1,1,0,0.0,30,1,0,4532.433701513999
3,3,0,4,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,3,1,1,0,1,1,0,0.0,30,3,0,4532.433701513999
3,3,4,0,2,3,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,3,0,2,1,0,1,0,0.0,30,1,0,2705.959347341779
3,3,4,0,2,3,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,3,0,2,1,0,1,0,0.0,40,3,0,2705.959347341779
4,3,0,4,0,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,2,1,1,1,0,1,0,0.0,28,1,0,2101.855073903147
4,3,0,4,0,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,2,1,1,1,0,1,0,0.0,25,3,0,2101.855073903147
4,3,4,4,4,4,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,0.0,0.0,1.0,3,1,2,1,0,1,0,0.0,165,1,0,2551.182080994996
4,3,4,4,4,4,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,0.0,0.0,1.0,3,1,2,1,0,1,0,0.0,215,3,0,2551.182080994996
4,3,4,4,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0.0,0.0,1.0,2,1,4,1,0,1,1,0.0,40,1,0,4940.281751629948
4,3,4,4,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0.0,0.0,1.0,2,1,4,1,0,1,1,0.0,40,2,0,4940.281751629948
4,4,0,3,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,1.0,0.0,0.0,1.0,4,1,2,1,0,1,0,0.0,30,1,0,692.7207692824513
4,4,0,3,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,1.0,0.0,0.0,1.0,4,1,2,1,0,1,0,0.0,35,3,0,692.7207692824513
4,3,4,4,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,1.0,0.0,0.0,1.0,3,0,1,1,0,1,0,0.0,25,1,0,602.872820583097
4,3,4,4,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,1.0,0.0,0.0,1.0,3,0,1,1,0,1,0,0.0,26,3,0,602.872820583097
4,1,3,4,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,2.0,5,1,0,0,0,0,0,0.0,20,2,2,3359.9562507329247
4,1,3,4,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,2.0,5,1,0,0,0,0,0,0.0,20,2,2,3359.9562507329247
2,4,4,0,4,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,5,1,0,1,0,0,0,0.0,10,1,3,2101.855073903147
1,4,3,1,3,2,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0,5.0,1.0,0.0,0.0,0.0,3,0,2,1,1,1,1,0.5,30,1,1,2101.855073903147
4,2,0,3,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,1,0,1016.2935916886267
4,2,0,3,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,3,0,2660.70849638788
3,4,3,4,2,2,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,1,0,1895.0695714026047
3,4,3,4,2,2,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,3,0,2708.130273523745
4,3,1,4,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,3,0,2,1,0,1,0,0.0,20,1,3,2708.130273523745
4,3,1,4,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,3,0,2,1,0,1,0,0.0,20,3,3,4200.0784621429375
1,2,3,3,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,3.0,2.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,15,1,0,4200.0784621429375
1,2,3,3,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,3.0,2.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,3,0,4200.0784621429375
4,4,4,4,4,2,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,3.0,4,1,2,1,1,1,0,0.0,20,1,2,4200.0784621429375
1,1,3,4,3,2,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,5.0,5.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,3,0,1314.2292089289376
2,2,4,4,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7.0,7.0,1.0,0.0,0.0,4.0,5,1,0,0,1,0,0,1.0,30,1,3,1314.2292089289376
2,2,4,4,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7.0,7.0,1.0,0.0,0.0,4.0,5,1,0,0,1,0,0,1.0,30,2,3,8665.815014194859
4,4,4,4,2,2,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,3.0,3.0,0.0,0.0,0.0,3.0,4,0,2,1,1,1,0,0.0,30,1,0,8665.815014194859
4,4,4,4,2,2,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,3.0,3.0,0.0,0.0,0.0,3.0,4,0,2,1,1,1,0,0.0,30,3,0,433.0711792749916
2,2,3,4,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,5,1,0,0,0,0,0,1.0,20,1,2,433.0711792749916
2,2,3,4,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,5,1,0,0,0,0,0,1.0,20,2,2,1038.3846001110096
3,2,3,1,3,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,0.0,20,1,1,1038.3846001110096
1,1,3,1,3,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,0.0,20,1,1,5151.636565830884
1,1,3,1,3,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,0.0,20,2,1,5151.636565830884
3,1,3,4,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,0.0,3.0,2,1,4,1,0,1,1,0.0,35,1,1,831.4020372301602
3,1,3,4,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,1.0,0.0,0.0,3.0,2,1,4,1,0,1,1,0.0,35,2,1,831.4020372301602
1,1,3,3,2,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,6.0,6.0,1.0,0.0,0.0,3.0,4,1,2,1,0,1,0,0.0,10,1,0,2073.6023698187064
1,1,3,3,2,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,6.0,6.0,1.0,0.0,0.0,3.0,4,1,2,1,0,1,0,0.0,10,3,0,2073.6023698187064
1,3,3,1,3,4,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0,3.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,1,0.0,15,1,1,591.2972757332856
1,3,3,1,3,4,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0,3.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,1,0.0,15,4,1,591.2972757332856
4,3,1,4,3,3,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,0,0.0,35,1,0,609.2657589763378
4,3,1,4,3,3,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,0,0.0,30,3,0,609.2657589763378
0,0,3,4,3,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,0,0,1,0,1,0,1.0,15,3,0,591.2972757332856
0,0,3,4,3,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,0,0,1,0,1,0,1.0,15,4,0,591.2972757332856
0,0,3,4,0,2,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,1,0,1,0,1.0,15,3,0,1837.45622126572
0,0,3,4,0,2,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,1,0,1,0,1.0,15,4,0,1837.45622126572
0,0,3,4,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,0,0,1,0,1,0,1.0,15,3,0,0.0
0,0,3,4,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,0,0,1,0,1,0,1.0,15,4,0,0.0
0,0,3,4,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,1,0,0.0
0,0,3,4,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,40,3,0,0.0
0,0,3,4,3,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,30,1,2,5412.666573469293
0,0,3,4,3,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,30,3,2,5412.666573469293
0,0,4,4,2,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,20,1,2,1837.45622126572
0,0,4,4,2,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,20,3,2,1837.45622126572
0,0,4,4,2,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,15,4,2,0.0
0,0,4,4,2,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,15,4,2,0.0
0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,3.0,1.0,0.0,0.0,2.0,4,0,2,1,0,1,0,0.0,20,2,0,1919.279010689512
0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,3.0,1.0,0.0,0.0,2.0,4,0,2,1,0,1,0,0.0,15,4,0,1919.279010689512
0,0,4,4,2,2,3,4,0,0,0,0,0,0,1,0,0,1,1,0,0,3.0,3.0,1.0,0.0,0.0,2.0,3,0,2,1,0,1,0,0.0,15,1,0,6222.088692279846
0,0,4,4,2,2,3,4,0,0,0,0,0,0,1,0,0,1,1,0,0,3.0,3.0,1.0,0.0,0.0,2.0,3,0,2,1,0,1,0,0.0,15,2,0,6222.088692279846
0,0,0,4,3,2,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,20,3,0,6940.504275758671
0,4,3,1,2,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,4,1,0,0,1,0.5,50,1,1,6940.504275758671
0,4,3,1,2,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,4,1,0,0,1,0.5,25,3,1,2171.4187645306984
1,3,2,1,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,1,0,1,0.0,29,1,1,1349.514307528135
1,3,2,1,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,1,0,1,0.0,28,3,1,2886.0795717175224
2,2,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,1,0,4,1,0,0,1,0.5,18,1,1,1763.1933349190942
2,2,0,4,1,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,24,1,1,1763.1933349190942
2,2,0,4,1,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,24,3,1,7415.331216850206
2,4,4,1,4,4,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,3.0,4,0,2,0,1,0,1,0.0,30,1,1,7415.331216850206
4,3,4,1,4,4,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,3.0,4,1,2,1,1,0,1,0.0,15,3,1,2325.810789884909
2,2,2,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,3.0,3.0,0.0,0.0,0.0,3.0,1,0,4,1,0,0,1,0.5,10,1,1,2325.810789884909
2,2,2,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,3.0,3.0,0.0,0.0,0.0,3.0,1,0,4,1,0,0,1,0.5,10,3,1,1092.7767870481734
2,2,2,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,3.0,2.0,0.0,0.0,3.0,1,0,4,1,0,0,1,0.5,14,1,1,1092.7767870481734
2,2,2,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,3.0,2.0,0.0,0.0,3.0,1,0,4,1,0,0,1,0.5,15,3,1,4979.439980151793
0,4,4,1,2,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,3.0,3.0,0.0,0.0,1.0,2.0,2,1,4,1,0,1,1,0.5,25,2,1,4979.439980151793
0,4,4,1,2,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,3.0,3.0,0.0,0.0,1.0,2.0,2,1,4,1,0,1,1,0.5,25,3,1,13047.652467304975
0,4,4,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,1.0,2.0,2,0,4,1,0,1,0,0.5,25,1,1,13047.652467304975
2,2,2,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,2.0,3,1,2,1,0,1,0,0.0,22,1,1,2325.810789884909
